DIALOGUE_ID,STEP_ID,SPEAKER,UTTERANCE,INTENT-SLOT,SENTIMENT
159,8,Agent,ok let me look into some options for you,inform(),neutral
159,9,User,<SILENCE>,silence(),neutral
159,9,Agent,api_call french paris four moderate,api_call(),neutral
159,10,User,<SILENCE>,silence(),neutral
159,10,Agent,what do you think of this option: resto_paris_moderate_french_8stars,option(),neutral
159,11,User,no this does not work for me,inform(NO),negative
159,11,Agent,sure let me find an other option for you,inform(),neutral
159,12,User,<SILENCE>,silence(),neutral
159,12,Agent,what do you think of this option: resto_paris_moderate_french_7stars,option(),neutral
159,13,User,do you have something else,inform(NO),negative
159,13,Agent,sure let me find an other option for you,inform(),neutral
159,14,User,<SILENCE>,silence(),neutral
159,14,Agent,what do you think of this option: resto_paris_moderate_french_2stars,option(),neutral
159,15,User,i love that,inform(YES),positive
159,15,Agent,great let me do the reservation,inform(done),positive
159,16,User,do you have its address resto_paris_moderate_french_2stars,address(res_name=resto_paris_moderate_french_2stars),neutral
159,16,Agent,here it is resto_paris_moderate_french_2stars_address,inform(done),neutral
159,17,User,do you have its phone number,phone(res_name=resto_paris_moderate_french_2stars),neutral
159,17,Agent,here it is resto_paris_moderate_french_2stars_phone,inform(done),neutral
159,18,User,you rock,greeting(),positive
159,18,Agent,is there anything i can help you with,else(),neutral
159,19,User,no thanks,inform(NO),neutral
159,19,Agent,you're welcome,greeting(),neutral
,,,,,
160,1,User,hi,greeting(),neutral
160,1,Agent,hello what can i help you with today,request(),neutral
160,2,User,can you book a table with spanish food for eight in rome,"restaurant(people=8,food=spanish)",neutral
160,2,Agent,i'm on it,inform(),neutral
160,3,User,<SILENCE>,silence(),neutral
160,3,Agent,which price range are looking for,request(price),neutral
160,4,User,i am looking for a cheap restaurant,inform(price=cheap),neutral
160,4,Agent,What category restaurant are you looking for,request(category),neutral
160,5,User,one star,inform(category=one),neutral
160,5,Agent,ok let me look into some options for you,inform(),neutral
160,6,User,<SILENCE>,silence(),neutral
160,6,Agent,api_call spanish rome eight cheap,api_call(),neutral
160,7,User,instead could it be for two people,update(people=2),neutral
160,7,Agent,sure is there anything else to update,else(),neutral
160,8,User,instead could it be with british food,update(food=british),neutral
160,8,Agent,sure is there anything else to update,else(),neutral
160,9,User,instead could it be in a moderate price range,update(price=moderate),neutral
160,9,Agent,sure is there anything else to update,else(),neutral
160,10,User,no,inform(NO),neutral
160,10,Agent,ok let me look into some options for you,inform(),neutral
160,11,User,<SILENCE>,silence(),neutral
160,11,Agent,api_call british rome two moderate,api_call(),neutral
160,12,User,<SILENCE>,silence(),neutral
160,12,Agent,what do you think of this option: resto_rome_moderate_british_8stars,option(),neutral
160,13,User,i love that,inform(YES),positive
160,13,Agent,great let me do the reservation,inform(done),positive
160,14,User,may i have the address of the restaurant resto_rome_moderate_british_8stars,address(res_name= resto_rome_moderate_british_8stars),neutral
160,14,Agent,here it is resto_rome_moderate_british_8stars_address,inform(done),neutral
160,15,User,may i have the phone number of the restaurant,phone(res_name= resto_rome_moderate_british_8stars),neutral
160,15,Agent,here it is resto_rome_moderate_british_8stars_phone,inform(done),neutral
160,16,User,you rock,greeting(),positive
160,16,Agent,is there anything i can help you with,else(),neutral
160,17,User,no thank you,inform(NO),neutral
160,17,Agent,you're welcome,greeting(),neutral
,,,,,
161,1,User,good morning,greeting(),neutral
161,1,Agent,hello what can i help you with today,request(),neutral
161,2,User,can you make a restaurant reservation in a cheap price range with spanish food,"restaurant(price=cheap,food=spanish)",neutral
161,2,Agent,i'm on it,inform(),neutral
161,3,User,<SILENCE>,silence(),neutral
161,3,Agent,where should it be,request(location),neutral
161,4,User,london please,inform(location=london),neutral
161,4,Agent,how many people would be in your party,request(people),neutral
161,5,User,we will be four,inform(people=4),neutral
161,5,Agent,What category restaurant are you looking for,request(category),neutral
161,6,User,one star,inform(category=one),neutral
161,6,Agent,ok let me look into some options for you,inform(),neutral
161,7,User,<SILENCE>,silence(),neutral
161,7,Agent,api_call spanish london four cheap,api_call(),neutral
161,8,User,actually i would prefer for eight people,update(people=8),neutral
161,8,Agent,sure is there anything else to update,else(),neutral
161,9,User,no,inform(NO),neutral
161,9,Agent,ok let me look into some options for you,inform(),neutral
161,10,User,<SILENCE>,silence(),neutral
161,10,Agent,api_call spanish london eight cheap,api_call(),neutral
161,11,User,<SILENCE>,silence(),neutral
161,11,Agent,what do you think of this option: resto_london_cheap_spanish_8stars,option(),neutral
161,12,User,do you have something else,inform(NO),negative
161,12,Agent,sure let me find an other option for you,inform(),neutral
161,13,User,<SILENCE>,silence(),neutral
161,13,Agent,what do you think of this option: resto_london_cheap_spanish_7stars,option(),neutral
161,14,User,no i don't like that,inform(NO),negative
161,14,Agent,sure let me find an other option for you,inform(),neutral
161,15,User,<SILENCE>,silence(),neutral
161,15,Agent,what do you think of this option: resto_london_cheap_spanish_4stars,option(),neutral
161,16,User,it's perfect,inform(YES),positive
161,16,Agent,great let me do the reservation,inform(done),positive
161,17,User,do you have its address resto_london_cheap_spanish_4stars,phone(res_name=resto_london_cheap_spanish_4stars),neutral
161,17,Agent,here it is resto_london_cheap_spanish_4stars_address,inform(done),neutral
161,18,User,thanks,greeting(),neutral
161,18,Agent,is there anything i can help you with,else(),neutral
161,19,User,no thank you,inform(NO),neutral
161,19,Agent,you're welcome,greeting(),neutral
,,,,,
162,1,User,good morning,greeting(),neutral
162,1,Agent,hello what can i help you with today,request(),neutral
162,2,User,may i have a table with spanish cuisine in a expensive price range for four people,"restaurant(food=expensive,price=expensive)",neutral
162,2,Agent,i'm on it,inform(),neutral
162,3,User,<SILENCE>,silence(),neutral
162,3,Agent,where should it be,request(location),neutral
162,4,User,rome please,inform(location=rome),neutral
162,4,Agent,What category restaurant are you looking for,request(category),neutral
162,5,User,seven star,inform(category=seven),neutral
162,5,Agent,ok let me look into some options for you,inform(),neutral
162,6,User,<SILENCE>,silence(),neutral
162,6,Agent,api_call spanish rome four expensive,api_call(),neutral
162,7,User,actually i would prefer for six people,update(people=six),neutral
162,7,Agent,sure is there anything else to update,else(),neutral
162,8,User,instead could it be in a cheap price range,update(price=cheap),neutral
162,8,Agent,sure is there anything else to update,else(),neutral
162,9,User,no,inform(NO),neutral
162,9,Agent,ok let me look into some options for you,inform(),neutral
162,10,User,<SILENCE>,silence(),neutral
162,10,Agent,api_call spanish rome six cheap,api_call(),neutral
162,11,User,<SILENCE>,silence(),neutral
162,11,Agent,what do you think of this option: resto_rome_cheap_spanish_8stars,option(),neutral
162,12,User,no i don't like that,inform(NO),negative
162,12,Agent,sure let me find an other option for you,inform(),neutral
162,13,User,<SILENCE>,silence(),neutral
162,13,Agent,what do you think of this option: resto_rome_cheap_spanish_6stars,option(),neutral
162,14,User,that looks great,inform(YES),positive
162,14,Agent,great let me do the reservation,inform(done),positive
162,15,User,may i have the phone number of the restaurant resto_rome_cheap_spanish_6stars,phone(res_name= resto_rome_cheap_spanish_6stars),neutral
162,15,Agent,here it is resto_rome_cheap_spanish_6stars_phone,inform(done),neutral
162,16,User,may i have the address of the restaurant,address(res_name= resto_rome_cheap_spanish_6stars),neutral
162,16,Agent,here it is resto_rome_cheap_spanish_6stars_address,inform(done),neutral
162,17,User,thank you,greeting(),neutral
162,17,Agent,is there anything i can help you with,else(),neutral
162,18,User,no thanks,inform(NO),neutral
162,18,Agent,you're welcome,greeting(),neutral
,,,,,
163,1,User,hi,greeting(),neutral
163,1,Agent,hello what can i help you with today,request(),neutral
163,2,User,i'd like to book a table for two,restaurant(people=2),neutral
163,2,Agent,i'm on it,inform(),neutral
163,3,User,<SILENCE>,silence(),neutral
163,3,Agent,any preference on a type of cuisine,request(food),neutral
163,4,User,i love british food,inform(food=british),neutral
163,4,Agent,where should it be,request(location),neutral
163,5,User,in madrid,inform(location=madrid),neutral
163,5,Agent,which price range are looking for,request(price),neutral
163,6,User,i am looking for a moderate restaurant,inform(price=moderate),neutral
163,6,Agent,What category restaurant are you looking for,request(category),neutral
163,7,User,six star,inform(category=six),neutral
163,7,Agent,ok let me look into some options for you,inform(),neutral
163,8,User,<SILENCE>,silence(),neutral
163,8,Agent,api_call british madrid two moderate,api_call(),neutral
163,9,User,instead could it be with french food,update(food=french),neutral
163,9,Agent,sure is there anything else to update,else(),neutral
163,10,User,no,inform(NO),neutral
163,10,Agent,ok let me look into some options for you,inform(),neutral
163,11,User,<SILENCE>,silence(),neutral
163,11,Agent,api_call french madrid two moderate,api_call(),neutral
163,12,User,<SILENCE>,silence(),neutral
163,12,Agent,what do you think of this option: resto_madrid_moderate_french_8stars,option(),neutral
163,13,User,no i don't like that,inform(NO),negative
163,13,Agent,sure let me find an other option for you,inform(),neutral
163,14,User,<SILENCE>,silence(),neutral
163,14,Agent,what do you think of this option: resto_madrid_moderate_french_3stars,option(),neutral
163,15,User,no this does not work for me,inform(NO),negative
163,15,Agent,sure let me find an other option for you,inform(),neutral
163,16,User,<SILENCE>,silence(),neutral
163,16,Agent,what do you think of this option: resto_madrid_moderate_french_1stars,option(),neutral
163,17,User,let's do it,inform(YES),positive
163,17,Agent,great let me do the reservation,inform(done),positive
163,18,User,do you have its address resto_madrid_moderate_french_1stars,phone(res_name=resto_madrid_moderate_french_1stars),neutral
163,18,Agent,here it is resto_madrid_moderate_french_1stars_address,inform(done),neutral
163,19,User,you rock,greeting(),neutral
163,19,Agent,is there anything i can help you with,else(),neutral
163,20,User,no thank you,inform(NO),neutral
163,20,Agent,you're welcome,greeting(),neutral
,,,,,
164,1,User,good morning,greeting(),neutral
164,1,Agent,hello what can i help you with today,request(),neutral
164,2,User,i'd like to book a table in paris in a moderate price range,"restaurant(location=paris,price=moderate)",neutral
164,2,Agent,i'm on it,inform(),neutral
164,3,User,<SILENCE>,silence(),neutral
164,3,Agent,any preference on a type of cuisine,request(food),neutral
164,4,User,with italian cuisine,inform(food=italian),neutral
164,4,Agent,how many people would be in your party,request(people),neutral
164,5,User,for eight people please,inform(people=eight),neutral
164,5,Agent,What category restaurant are you looking for,request(category),neutral
164,6,User,five star,inform(category=five),neutral
164,6,Agent,ok let me look into some options for you,inform(),neutral
164,7,User,<SILENCE>,silence(),neutral
164,7,Agent,api_call italian paris eight moderate,api_call(),neutral
164,8,User,actually i would prefer with british cuisine,update(food=british),neutral
164,8,Agent,sure is there anything else to update,else(),neutral
164,9,User,instead could it be in a cheap price range,update(price=cheap),neutral
164,9,Agent,sure is there anything else to update,else(),neutral
164,10,User,actually i would prefer for six,update(people=six),neutral
164,10,Agent,sure is there anything else to update,else(),neutral
164,11,User,no,inform(NO),neutral
164,11,Agent,ok let me look into some options for you,inform(),neutral
164,12,User,<SILENCE>,silence(),neutral
164,12,Agent,api_call british paris six cheap,api_call(),neutral
164,13,User,<SILENCE>,silence(),neutral
164,13,Agent,what do you think of this option: resto_paris_cheap_british_8stars,option(),neutral
164,14,User,i love that,inform(YES),positive
164,14,Agent,great let me do the reservation,inform(done),positive
164,15,User,can you provide the address resto_paris_cheap_british_8stars,address(res_name= resto_paris_cheap_british_8stars),neutral
164,15,Agent,here it is resto_paris_cheap_british_8stars_address,inform(done),neutral
164,16,User,you rock,greeting(),neutral
164,16,Agent,is there anything i can help you with,else(),neutral
164,17,User,no thanks,inform(NO),neutral
164,17,Agent,you're welcome,greeting(),neutral
,,,,,
165,1,User,hello,greeting(),neutral
165,1,Agent,hello what can i help you with today,request(),neutral
165,2,User,i'd like to book a table in bombay for six,"restaurant(location=bombay,people=6)",neutral
165,2,Agent,i'm on it,inform(),neutral
165,3,User,<SILENCE>,silence(),neutral
165,3,Agent,any preference on a type of cuisine,request(food),neutral
165,4,User,with italian food,inform(food=italian),neutral
165,4,Agent,which price range are looking for,request(price),neutral
165,5,User,i am looking for a moderate restaurant,inform(price=moderate),neutral
165,5,Agent,What category restaurant are you looking for,request(category),neutral
165,6,User,four star,inform(category=four),neutral
165,6,Agent,ok let me look into some options for you,inform(),neutral
165,7,User,<SILENCE>,silence(),neutral
165,7,Agent,api_call italian bombay six moderate,api_call(),neutral
165,8,User,actually i would prefer in a cheap price range,update(price=cheap),neutral
165,8,Agent,sure is there anything else to update,else(),neutral
165,9,User,no,inform(NO),neutral
165,9,Agent,ok let me look into some options for you,inform(),neutral
165,10,User,<SILENCE>,silence(),neutral
165,10,Agent,api_call italian bombay six cheap,api_call(),neutral
165,11,User,<SILENCE>,silence(),neutral
165,11,Agent,what do you think of this option: resto_bombay_cheap_italian_8stars,option(),neutral
165,12,User,no this does not work for me,inform(NO),negative
165,12,Agent,sure let me find an other option for you,inform(),neutral
165,13,User,<SILENCE>,silence(),neutral
165,13,Agent,what do you think of this option: resto_bombay_cheap_italian_4stars,option(),neutral
165,14,User,do you have something else,inform(NO),negative
165,14,Agent,sure let me find an other option for you,inform(),neutral
165,15,User,<SILENCE>,silence(),neutral
165,15,Agent,what do you think of this option: resto_bombay_cheap_italian_3stars,option(),neutral
165,16,User,no i don't like that,inform(NO),negative
165,16,Agent,sure let me find an other option for you,inform(),neutral
165,17,User,<SILENCE>,silence(),neutral
165,17,Agent,what do you think of this option: resto_bombay_cheap_italian_2stars,option(),neutral
165,18,User,no i don't like that,inform(NO),negative
165,18,Agent,sure let me find an other option for you,inform(),neutral
165,19,User,<SILENCE>,silence(),neutral
165,19,Agent,what do you think of this option: resto_bombay_cheap_italian_1stars,option(),neutral
165,20,User,that looks great,inform(YES),positive
165,20,Agent,great let me do the reservation,inform(done),positive
165,21,User,can you provide the address resto_bombay_cheap_italian_1stars,address(res_name=rresto_bombay_cheap_italian_1stars),neutral
165,21,Agent,here it is resto_bombay_cheap_italian_1stars_address,inform(done),neutral
165,22,User,do you have its phone number,phone(res_name=rresto_bombay_cheap_italian_1stars),neutral
165,22,Agent,here it is resto_bombay_cheap_italian_1stars_phone,inform(done),neutral
165,23,User,thanks,greeting(),neutral
165,23,Agent,is there anything i can help you with,else(),neutral
165,24,User,no thank you,inform(NO),neutral
165,24,Agent,you're welcome,greeting(),neutral
,,,,,
166,1,User,hello,greeting(),neutral
166,1,Agent,hello what can i help you with today,request(),neutral
166,2,User,can you make a restaurant reservation in rome for two people,"restaurant(location=rome,people=2)",neutral
166,2,Agent,i'm on it,inform(),neutral
166,3,User,<SILENCE>,silence(),neutral
166,3,Agent,any preference on a type of cuisine,request(food),neutral
166,4,User,i love british food,inform(food=british),neutral
166,4,Agent,which price range are looking for,request(price),neutral
166,5,User,in a cheap price range please,inform(price=cheap),neutral
166,5,Agent,What category restaurant are you looking for,request(category),neutral
166,6,User,one star,inform(category=one),neutral
166,6,Agent,ok let me look into some options for you,inform(),neutral
166,7,User,<SILENCE>,silence(),neutral
166,7,Agent,api_call british rome two cheap,api_call(),neutral
166,8,User,instead could it be for six,update(people=6),neutral
166,8,Agent,sure is there anything else to update,else(),neutral
166,9,User,instead could it be with italian cuisine,update(food=italian),neutral
166,9,Agent,sure is there anything else to update,else(),neutral
166,10,User,actually i would prefer in a expensive price range,update(price=expensive),neutral
166,10,Agent,sure is there anything else to update,else(),neutral
166,11,User,no,inform(NO),neutral
166,11,Agent,ok let me look into some options for you,inform(),neutral
166,12,User,<SILENCE>,silence(),neutral
166,12,Agent,api_call italian rome six expensive,api_call(),neutral
166,13,User,<SILENCE>,silence(),neutral
166,13,Agent,what do you think of this option: resto_rome_expensive_italian_4stars,option(),neutral
166,14,User,it's perfect,inform(YES),positive
166,14,Agent,great let me do the reservation,inform(done),positive
166,15,User,may i have the phone number of the restaurant resto_rome_expensive_italian_4stars,address(res_name= resto_rome_expensive_italian_4stars),neutral
166,15,Agent,here it is resto_rome_expensive_italian_4stars_phone,inform(done),neutral
166,16,User,thanks,greeting(),neutral
166,16,Agent,is there anything i can help you with,else(),neutral
166,17,User,no thanks,inform(NO),neutral
166,17,Agent,you're welcome,greeting(),neutral
,,,,,
167,1,User,hello,greeting(),neutral
167,1,Agent,hello what can i help you with today,request(),neutral
167,2,User,may i have a table for six in a cheap price range in paris,"restaurant(price=cheap,people=six)",neutral
167,2,Agent,i'm on it,inform(),neutral
167,3,User,<SILENCE>,silence(),neutral
167,3,Agent,any preference on a type of cuisine,request(food),neutral
167,4,User,i love french food,inform(food=french),neutral
167,4,Agent,What category restaurant are you looking for,request(category),neutral
167,5,User,two star,inform(category=two),neutral
167,5,Agent,ok let me look into some options for you,inform(),neutral
167,6,User,<SILENCE>,silence(),neutral
167,6,Agent,api_call french paris six cheap,api_call(),neutral
167,7,User,instead could it be for two people,update(people=2),neutral
167,7,Agent,sure is there anything else to update,else(),neutral
167,8,User,instead could it be in madrid,update(location=madrid),neutral
167,8,Agent,sure is there anything else to update,else(),neutral
167,9,User,instead could it be in a moderate price range,update(price=moderate),neutral
167,9,Agent,sure is there anything else to update,else(),neutral
167,10,User,no,inform(NO),neutral
167,10,Agent,ok let me look into some options for you,inform(),neutral
167,11,User,<SILENCE>,silence(),neutral
167,11,Agent,api_call french madrid two moderate,api_call(),neutral
167,12,User,<SILENCE>,silence(),neutral
167,12,Agent,what do you think of this option: resto_madrid_moderate_french_8stars,option(),neutral
167,13,User,it's perfect,inform(YES),positive
167,13,Agent,great let me do the reservation,inform(done),positive
167,14,User,do you have its phone number resto_madrid_moderate_french_8stars,phone(res_name= resto_madrid_moderate_french_8stars),neutral
167,14,Agent,here it is resto_madrid_moderate_french_8stars_phone,inform(done),neutral
167,15,User,can you provide the address resto_madrid_moderate_french_8stars,address(res_name= resto_madrid_moderate_french_8stars),neutral
167,15,Agent,here it is resto_madrid_moderate_french_8stars_address,inform(done),neutral
167,16,User,thanks,greeting(),neutral
167,16,Agent,is there anything i can help you with,else(),neutral
167,17,User,no thank you,inform(NO),neutral
167,17,Agent,you're welcome,greeting(),neutral
,,,,,
168,1,User,hello,greeting(),neutral
168,1,Agent,hello what can i help you with today,request(),neutral
168,2,User,i'd like to book a table in paris in a expensive price range for two people,"restaurant(location=paris,price=expensive)",neutral
168,2,Agent,i'm on it,inform(),neutral
168,3,User,<SILENCE>,silence(),neutral
168,3,Agent,any preference on a type of cuisine,request(food),neutral
168,4,User,with spanish cuisine,inform(food=spanish),neutral
168,4,Agent,What category restaurant are you looking for,request(category),neutral
168,5,User,eight star,inform(category=eight),neutral
168,5,Agent,ok let me look into some options for you,inform(),neutral
168,6,User,<SILENCE>,silence(),neutral
168,6,Agent,api_call spanish paris two expensive,api_call(),neutral
168,7,User,actually i would prefer with french food,update(price=cheap),neutral
168,7,Agent,sure is there anything else to update,else(),neutral
168,8,User,actually i would prefer for six,update(location=bombay),neutral
168,8,Agent,sure is there anything else to update,else(),neutral
168,9,User,no,inform(NO),neutral
168,9,Agent,ok let me look into some options for you,inform(),neutral
168,10,User,<SILENCE>,silence(),neutral
168,10,Agent,api_call french paris six expensive,api_call(),neutral
168,11,User,<SILENCE>,silence(),neutral
168,11,Agent,what do you think of this option: resto_paris_expensive_french_8stars,option(),neutral
168,12,User,no i don't like that,inform(NO),negative
168,12,Agent,sure let me find an other option for you,inform(),neutral
168,13,User,<SILENCE>,silence(),neutral
168,13,Agent,what do you think of this option: resto_paris_expensive_french_7stars,option(),neutral
168,14,User,no this does not work for me,inform(NO),negative
168,14,Agent,sure let me find an other option for you,inform(),neutral
168,15,User,<SILENCE>,silence(),neutral
168,15,Agent,what do you think of this option: resto_paris_expensive_french_5stars,option(),neutral
168,16,User,no i don't like that,inform(NO),negative
168,16,Agent,sure let me find an other option for you,inform(),neutral
168,17,User,<SILENCE>,silence(),neutral
168,17,Agent,what do you think of this option: resto_paris_expensive_french_4stars,option(),neutral
168,18,User,do you have something else,inform(NO),negative
168,18,Agent,sure let me find an other option for you,inform(),neutral
168,19,User,<SILENCE>,silence(),neutral
168,19,Agent,what do you think of this option: resto_paris_expensive_french_2stars,option(),neutral
168,20,User,no this does not work for me,inform(NO),negative
168,20,Agent,sure let me find an other option for you,inform(),neutral
168,21,User,<SILENCE>,silence(),neutral
168,21,Agent,what do you think of this option: resto_paris_expensive_french_1stars,option(),neutral
168,22,User,that looks great,inform(YES),positive
168,22,Agent,great let me do the reservation,inform(done),positive
168,23,User,can you provide the address  resto_paris_expensive_french_1stars,phone(res_name= resto_paris_expensive_french_1stars),neutral
168,23,Agent,here it is resto_paris_expensive_french_1stars_address,inform(done),neutral
168,24,User,may i have the phone number of the restaurant,address(res_name= resto_paris_expensive_french_1stars),neutral
168,24,Agent,here it is resto_paris_expensive_french_1stars_phone,inform(done),neutral
168,25,User,you rock,greeting(),positive
168,25,Agent,is there anything i can help you with,else(),neutral
168,26,User,no thank you,inform(NO),neutral
168,26,Agent,you're welcome,greeting(),neutral
,,,,,
169,1,User,hello,greeting(),neutral
169,1,Agent,hello what can i help you with today,request(),neutral
169,2,User,may i have a table in madrid,restaurant(location=madrid),neutral
169,2,Agent,i'm on it,inform(),neutral
169,3,User,<SILENCE>,silence(),neutral
169,3,Agent,any preference on a type of cuisine,request(food),neutral
169,4,User,i love indian food,inform(food=indian),neutral
169,4,Agent,how many people would be in your party,request(people),neutral
169,5,User,we will be four,inform(people=four),neutral
169,5,Agent,which price range are looking for,request(price),neutral
169,6,User,in a expensive price range please,inform(price=expensive),neutral
169,6,Agent,What category restaurant are you looking for,request(category),neutral
169,7,User,eight star,inform(category=eight),neutral
169,7,Agent,ok let me look into some options for you,inform(),neutral
169,8,User,<SILENCE>,silence(),neutral
169,8,Agent,api_call indian madrid four expensive,api_call(),neutral
169,9,User,actually i would prefer in london,update(location=london),neutral
169,9,Agent,sure is there anything else to update,else(),neutral
169,10,User,no,inform(NO),neutral
169,10,Agent,ok let me look into some options for you,inform(),neutral
169,11,User,<SILENCE>,silence(),neutral
169,11,Agent,api_call indian london four expensive,api_call(),neutral
169,12,User,<SILENCE>,silence(),neutral
169,12,Agent,what do you think of this option: resto_london_expensive_indian_6stars,option(),neutral
169,13,User,no i don't like that,inform(NO),negative
169,13,Agent,sure let me find an other option for you,inform(),neutral
169,14,User,<SILENCE>,silence(),neutral
169,14,Agent,what do you think of this option: resto_london_expensive_indian_2stars,option(),neutral
169,15,User,no this does not work for me,inform(NO),negative
169,15,Agent,sure let me find an other option for you,inform(),neutral
169,16,User,<SILENCE>,silence(),neutral
169,16,Agent,what do you think of this option: resto_london_expensive_indian_1stars,option(),neutral
169,17,User,let's do it,inform(YES),positive
169,17,Agent,great let me do the reservation,inform(done),positive
169,18,User,do you have its address resto_london_expensive_indian_1stars,phone(res_name=resto_london_expensive_indian_1stars),neutral
169,18,Agent,here it is resto_london_expensive_indian_1stars_address,inform(done),neutral
169,19,User,thank you,greeting(),neutral
169,19,Agent,is there anything i can help you with,else(),neutral
169,20,User,no thanks,inform(NO),neutral
169,20,Agent,you're welcome,greeting(),neutral
,,,,,
170,1,User,hi,greeting(),neutral
170,1,Agent,hello what can i help you with today,request(),neutral
170,2,User,may i have a table in a cheap price range,restaurant(price=cheap),neutral
170,2,Agent,i'm on it,inform(),neutral
170,3,User,<SILENCE>,silence(),neutral
170,3,Agent,any preference on a type of cuisine,request(food),neutral
170,4,User,i love british food,inform(food=british),neutral
170,4,Agent,where should it be,request(location),neutral
170,5,User,in bombay,inform(location=bombay),neutral
170,5,Agent,how many people would be in your party,request(people),neutral
170,6,User,for eight people please,update(people=8),neutral
170,6,Agent,What category restaurant are you looking for,request(category),neutral
170,7,User,one star,inform(category=one),neutral
170,7,Agent,ok let me look into some options for you,inform(),neutral
170,8,User,<SILENCE>,silence(),neutral
170,8,Agent,api_call british bombay eight cheap,api_call(),neutral
170,9,User,actually i would prefer for two,update(people=2),neutral
170,9,Agent,sure is there anything else to update,else(),neutral
170,10,User,instead could it be in a moderate price range,update(price=moderate),neutral
170,10,Agent,sure is there anything else to update,else(),neutral
170,11,User,actually i would prefer with spanish cuisine,update(food=spanish),neutral
170,11,Agent,sure is there anything else to update,else(),neutral
170,12,User,no,inform(NO),neutral
170,12,Agent,ok let me look into some options for you,inform(),neutral
170,13,User,<SILENCE>,silence(),neutral
170,13,Agent,api_call spanish bombay two moderate,api_call(),neutral
170,14,User,<SILENCE>,silence(),neutral
170,14,Agent,what do you think of this option: resto_bombay_moderate_spanish_8stars,option(),neutral
170,15,User,that looks great,inform(YES),positive
170,15,Agent,great let me do the reservation,inform(done),positive
170,16,User,may i have the address of the restaurant resto_bombay_moderate_spanish_8stars,address(res_name= resto_bombay_moderate_spanish_8stars),neutral
170,16,Agent,here it is resto_bombay_moderate_spanish_8stars_address,inform(done),neutral
170,17,User,thank you,greeting(),neutral
170,17,Agent,is there anything i can help you with,else(),neutral
170,18,User,no thank you,inform(NO),neutral
170,18,Agent,you're welcome,greeting(),neutral
,,,,,
171,1,User,good morning,greeting(),neutral
171,1,Agent,hello what can i help you with today,request(),neutral
171,2,User,can you book a table in bombay,restaurant(location=bombay),neutral
171,2,Agent,i'm on it,inform(),neutral
171,3,User,<SILENCE>,silence(),neutral
171,3,Agent,any preference on a type of cuisine,request(food),neutral
171,4,User,with british cuisine,inform(food=british),neutral
171,4,Agent,how many people would be in your party,request(people),neutral
171,5,User,for two people please,inform(people=2),neutral
171,5,Agent,which price range are looking for,request(price),neutral
171,6,User,i am looking for a moderate restaurant,inform(price=moderate),neutral
171,6,Agent,What category restaurant are you looking for,request(category),neutral
171,7,User,three star,inform(category=three),neutral
171,7,Agent,ok let me look into some options for you,inform(),neutral
171,8,User,<SILENCE>,silence(),neutral
171,8,Agent,api_call british bombay two moderate,api_call(),neutral
171,9,User,actually i would prefer in rome,update(location=rome),neutral
171,9,Agent,sure is there anything else to update,else(),neutral
171,10,User,no,inform(NO),neutral
171,10,Agent,ok let me look into some options for you,inform(),neutral
171,11,User,<SILENCE>,silence(),neutral
171,11,Agent,api_call british rome two moderate,api_call(),neutral
171,12,User,<SILENCE>,silence(),neutral
171,12,Agent,what do you think of this option: resto_rome_moderate_british_8stars,option(),neutral
171,13,User,no i don't like that,inform(NO),negative
171,13,Agent,sure let me find an other option for you,inform(),neutral
171,14,User,<SILENCE>,silence(),neutral
171,14,Agent,what do you think of this option: resto_rome_moderate_british_4stars,option(),neutral
171,15,User,no this does not work for me,inform(NO),negative
171,15,Agent,sure let me find an other option for you,inform(),neutral
171,16,User,<SILENCE>,silence(),neutral
171,16,Agent,what do you think of this option: resto_rome_moderate_british_2stars,option(),neutral
171,17,User,i love that,inform(YES),positive
171,17,Agent,great let me do the reservation,inform(done),positive
171,18,User,may i have the address of the restaurant resto_rome_moderate_british_2stars,address(res_name=resto_rome_moderate_british_2stars),neutral
171,18,Agent,here it is resto_rome_moderate_british_2stars_address,inform(done),neutral
171,19,User,thanks,greeting(),neutral
171,19,Agent,is there anything i can help you with,else(),neutral
171,20,User,no thank you,inform(NO),neutral
171,20,Agent,you're welcome,greeting(),neutral
,,,,,
172,1,User,hello,greeting(),neutral
172,1,Agent,hello what can i help you with today,request(),neutral
172,2,User,can you make a restaurant reservation in london for four people with spanish food,"restaurant(location=london,food=spanish,people=4)",neutral
172,2,Agent,i'm on it,inform(),neutral
172,3,User,<SILENCE>,silence(),neutral
172,3,Agent,which price range are looking for,request(price),neutral
172,4,User,i am looking for a expensive restaurant,inform(price=expensive),neutral
172,4,Agent,What category restaurant are you looking for,request(category),neutral
172,5,User,seven star,inform(category=seven),neutral
172,5,Agent,ok let me look into some options for you,inform(),neutral
172,6,User,<SILENCE>,silence(),neutral
172,6,Agent,api_call spanish london four expensive,api_call(),neutral
172,7,User,instead could it be in bombay,update(location=bombay),neutral
172,7,Agent,sure is there anything else to update,else(),neutral
172,8,User,actually i would prefer with indian food,update(food=indian),neutral
172,8,Agent,sure is there anything else to update,else(),neutral
172,9,User,actually i would prefer in a cheap price range,update(price=cheap),neutral
172,9,Agent,sure is there anything else to update,else(),neutral
172,10,User,no,inform(NO),neutral
172,10,Agent,ok let me look into some options for you,inform(),neutral
